mesh 1,mesh 1,mesh 1,nuclide,score,mean,std. dev.
x,y,z,,,,
601,1,1,total,absorption,7.135995017040697e-06,5.819244317037445e-07
602,1,1,total,flux,0.00044122204776381386,4.0752630270014834e-05
602,1,1,total,"(n,Xt)",2.573887926244189e-06,4.793052141935241e-07
602,1,1,total,heating-local,14.802610037566689,2.7692576653549787
602,1,1,total,absorption,6.476694069755461e-06,8.951489237091095e-07
603,1,1,total,flux,0.0003866870504300022,3.975932903081213e-05
603,1,1,total,"(n,Xt)",2.322831857592939e-06,5.789612573944881e-07
603,1,1,total,heating-local,13.081699777942381,3.0100558805213167
603,1,1,total,absorption,7.277613257588679e-06,1.2831351165199177e-06
604,1,1,total,flux,0.00031821962020467116,3.846953328566796e-05
604,1,1,total,"(n,Xt)",2.006872841544195e-06,3.921769444775684e-07
604,1,1,total,heating-local,11.788642542534653,2.4164778643961475
604,1,1,total,absorption,5.332719395243835e-06,1.068267703834252e-06
605,1,1,total,flux,0.00023830755066053588,3.995428413772127e-05
605,1,1,total,"(n,Xt)",1.4320461205268702e-06,4.3731214256639704e-07
605,1,1,total,heating-local,8.94230044797123,2.7735276570146064
605,1,1,total,absorption,3.7180233762731867e-06,8.806176467444291e-07
606,1,1,total,flux,0.0002577753785713483,3.8550208333994636e-05
606,1,1,total,"(n,Xt)",1.1244876198755761e-06,3.942905184704178e-07
606,1,1,total,heating-local,8.346770174805451,2.8585427200633493
606,1,1,total,absorption,5.080312862104327e-06,1.2000020960264195e-06
607,1,1,total,flux,0.00022278488958877473,2.7934168672120573e-05
607,1,1,total,"(n,Xt)",1.080952872679157e-06,2.513287043559573e-07
607,1,1,total,heating-local,7.289493080374237,1.9613745700829404
607,1,1,total,absorption,3.5503855225057766e-06,5.847704715434559e-07
608,1,1,total,flux,0.00018810286540543017,2.7278426733019826e-05
608,1,1,total,"(n,Xt)",1.1143589446467402e-06,2.626213140898319e-07
608,1,1,total,heating-local,6.639338435582394,1.7940488573699926
608,1,1,total,absorption,2.9886248584054283e-06,6.016718183889816e-07
609,1,1,total,flux,0.00016339218508810654,2.9887752964131523e-05
609,1,1,total,"(n,Xt)",1.0899152351662275e-06,3.6776243554480116e-07
609,1,1,total,heating-local,5.816680543942698,1.8462964705666456
609,1,1,total,absorption,3.0515883653372815e-06,9.037424084953581e-07
610,1,1,total,flux,0.00016160957499209162,2.909005538780064e-05
610,1,1,total,"(n,Xt)",7.766908475094499e-07,2.1229266817345667e-07
610,1,1,total,heating-local,3.989956081095695,1.0301560848013631
610,1,1,total,absorption,1.7879347322976995e-06,2.401566895435103e-07
611,1,1,total,flux,0.00012053306699882037,2.5317538413366383e-05
611,1,1,total,"(n,Xt)",5.222557698016953e-07,1.1607714445841858e-07
611,1,1,total,heating-local,2.683926570211791,0.576687139846716
611,1,1,total,absorption,1.4229998181579839e-06,2.8424216847289313e-07
612,1,1,total,flux,0.00013397719928350427,2.8893137108482753e-05
612,1,1,total,"(n,Xt)",7.071275016210126e-07,2.516184426582968e-07
612,1,1,total,heating-local,3.425795444274354,1.2078787287355435
612,1,1,total,absorption,1.4475551753448962e-06,2.9803384474836795e-07
613,1,1,total,flux,0.00014344767159700538,2.970626655167767e-05
613,1,1,total,"(n,Xt)",8.722815665414133e-07,3.707355846672651e-07
613,1,1,total,heating-local,4.228397075120666,1.7682757969390506
613,1,1,total,absorption,2.411379012551951e-06,1.1978355386309218e-06
614,1,1,total,flux,0.00010326168888368949,2.559937896062149e-05
614,1,1,total,"(n,Xt)",3.524924310948001e-07,1.4786597232501233e-07
614,1,1,total,heating-local,1.7578105005475244,0.7064598362490534
614,1,1,total,absorption,1.5619764185873795e-06,6.195891437391931e-07
615,1,1,total,flux,0.00011052088872127133,2.0414152883727354e-05
615,1,1,total,"(n,Xt)",2.7464590910962663e-07,8.176418038621244e-08
615,1,1,total,heating-local,1.9065370645326964,0.6023688444456035
615,1,1,total,absorption,2.2968318549133682e-06,7.27756310421853e-07
616,1,1,total,flux,9.568401830026248e-05,2.4321165084715076e-05
616,1,1,total,"(n,Xt)",2.705802489393753e-07,7.81623808937565e-08
616,1,1,total,heating-local,2.008190792927027,0.6213666029716357
616,1,1,total,absorption,9.93271402132283e-07,3.2372236573831573e-07
617,1,1,total,flux,7.178352730451388e-05,1.5274290242686516e-05
617,1,1,total,"(n,Xt)",1.9710138443992965e-07,6.026796609190493e-08
617,1,1,total,heating-local,1.8756915452088034,0.7300013951315223
617,1,1,total,absorption,1.3707220701990348e-06,5.836967132653366e-07
618,1,1,total,flux,5.734467687606653e-05,1.2665762658506016e-05
618,1,1,total,"(n,Xt)",1.2195121797481319e-07,6.020945461790704e-08
618,1,1,total,heating-local,1.5316389244791342,0.4572797522005716
618,1,1,total,absorption,9.035953625064044e-06,4.955821292366507e-06
619,1,1,total,flux,4.5733579769022515e-05,9.06084222368938e-06
619,1,1,total,"(n,Xt)",4.960757940830872e-08,3.122418752064195e-08
619,1,1,total,heating-local,0.6865392023386193,0.1863455588923221
619,1,1,total,absorption,5.031836323575935e-06,2.4657407739215324e-06
